outliers_Sales,outliers_Sales.per.customer,outliers_Benefit.per.order,outliers_Product.Price,outliers_Order.Item.Discount,outliers_Order.Item.Product.Price,outliers_Order.Item.Profit.Ratio,outliers_Order.Item.Total
467,477,3608,488,2106,488,6013,477
