outliers_Sales,outliers_Sales.per.customer,outliers_Benefit.per.order,outliers_Product.Price,outliers_Order.Item.Discount,outliers_Order.Item.Product.Price,outliers_Order.Item.Profit.Ratio,outliers_Order.Item.Total,outliers_Order.Profit.Per.Order
3523,7487,29678,20132,12427,20132,22373,7487,29678
